id,precipitation (mm/yr),w,B,Q (kg/s),A (km^2),R (km),T(C),Qs (MT/y),Qs (T/y),density (kg/m^3),volume (m^3/yr),erosion (m/yr),erosion (mm/yr),fault_id,distance
141,86.0,0.0006,1,27.074005635493155,0.6971389483075054,0.086,19.55,0.01904006055389662,19040.06055389662,2700,7.05187427922097,1.0115450149989918e-05,0.010115450149989918,2,9731.8735534
144,92.88235294117646,0.0006,1,74.60440353878347,3.440497435729053,0.858,18.256862775017233,2.4124059476599116,2412405.9476599116,2700,893.4836843184858,0.00025969607622426655,0.25969607622426655,2,10905.9658139
145,94.18181818181819,0.0006,1,59.813472810638814,2.39233136144617,0.754,18.018939208984374,1.166466225372952,1166466.2253729522,2700,432.0245279159082,0.0001805872442581484,0.18058724425814843,2,11288.9773281
147,86.0,0.0006,1,32.75488690256789,0.947860642923002,0.301,19.325,0.1083572173440754,108357.2173440754,2700,40.13230272002792,4.2339876668228756e-05,0.042339876668228756,2,11966.6168419
149,121.58823529411765,0.0006,1,77.18186582755719,3.176389086925031,1.711,15.24362761553596,3.836529653056261,3836529.653056261,2700,1420.936908539356,0.00044734346758347644,0.44734346758347643,2,12811.9032817
150,84.0,0.0006,1,25.72282688444235,0.6494832114326261,0.147,20.1,0.029617695709976535,29617.695709976535,2700,10.969516929620939,1.6889608132324846e-05,0.016889608132324846,2,13117.1375298
151,98.27272727272727,0.0006,1,64.16610809646029,2.622966155471462,1.003,17.42348494096236,1.7647597630108123,1764759.7630108122,2700,653.6147270410415,0.00024918915773183446,0.24918915773183445,2,14079.719988
152,85.0,0.0006,1,25.23882666642734,0.6261702208425756,0.146,19.758332824707033,0.02735369333605219,27353.69333605219,2700,10.130997531871182,1.617930267945176e-05,0.01617930267945176,2,14327.4540473
154,148.58928571428572,0.0006,1,120.7683727111539,5.915552432354467,2.14,13.597767857142859,12.473294284009953,12473294.284009952,2700,4619.73862370739,0.0007809479632773154,0.7809479632773154,2,15137.8066171
155,84.0,0.0006,1,36.455216772238245,1.1397972133609389,0.26,20.008332824707033,0.12969486373103326,129694.86373103326,2700,48.0351347151975,4.214357971060089e-05,0.04214357971060089,2,15765.2852048
156,85.0,0.0006,1,32.37850503424946,0.9358119573519582,0.211,19.64166717529297,0.07534552031328887,75345.52031328887,2700,27.905748264181064,2.9819824426207593e-05,0.029819824426207592,2,16528.6419562
157,84.0,0.0006,1,35.88012956601613,1.1109369033415415,0.4,19.702777608235678,0.18848729991398838,188487.2999139884,2700,69.81011107925497,6.283895230167978e-05,0.06283895230167978,2,17649.267098
159,77.0,0.0006,1,13.966706860607683,0.25332641258751054,0.031,20.975,0.0013803505887425842,1380.3505887425843,2700,0.5112409587935497,2.018111548541918e-06,0.002018111548541918,2,17900.1404023
160,87.0,0.0006,1,44.32978319438851,1.5353275061722504,0.576,19.141666412353516,0.450246261089668,450246.26108966797,2700,166.7578744776548,0.00010861387802098429,0.10861387802098428,2,17349.0757643
162,78.0,0.0006,1,26.20106512708513,0.6943267587550134,0.129,20.725,0.029182221495063266,29182.221495063266,2700,10.808230183356764,1.556648947642006e-05,0.015566489476420059,2,19037.8763568
163,77.0,0.0006,1,39.88361242599856,1.376198974291621,0.159,20.93888905843099,0.10964219658995653,109642.19658995653,2700,40.608220959243155,2.950752159958967e-05,0.029507521599589668,2,19136.8939797
165,75.0,0.0006,1,25.364896396163946,0.6719879004830628,0.044,21.375,0.009618439031071506,9618.439031071506,2700,3.56238482632278,5.3012633467982635e-06,0.005301263346798263,2,20154.972774
166,76.0,0.0006,1,49.00623216937949,1.9311010470252032,0.286,21.179166793823242,0.34393982552380076,343939.82552380074,2700,127.38512056437064,6.596502071220103e-05,0.06596502071220103,2,22919.5968485
167,70.5,0.0006,1,37.31860408896184,1.292019220925412,0.075,21.720833587646485,0.04712847285065193,47128.47285065193,2700,17.454989944685902,1.350985315232673e-05,0.01350985315232673,2,24393.4361295
168,68.0,0.0006,1,32.72070155059154,1.0641621609419938,0.041,22.004166412353516,0.018848224538295714,18848.224538295715,2700,6.980823903072487,6.559924943105549e-06,0.0065599249431055485,2,25428.7737417
169,136.398406374502,0.0006,1,187.1102858124902,12.510336763130127,2.557,15.131772911406134,54.34235511355351,54342355.11355351,2700,20126.798190205005,0.0016088134613227803,1.6088134613227802,2,26223.3497752
171,68.0,0.0006,1,17.058823451883896,0.3721861261136035,0.011,22.083332824707032,0.0009253750971579159,925.3750971579159,2700,0.34273151746589475,9.20860541054348e-07,0.000920860541054348,2,26524.4688887
173,67.0,0.0006,1,20.69410641650525,0.5120306404029974,0.017,22.241667175292967,0.002403865352085761,2403.865352085761,2700,0.8903205007725041,1.738803170200461e-06,0.001738803170200461,2,28898.664784
174,69.875,0.0006,1,52.01496246975634,2.2171135875445107,0.444,21.402083587646484,0.6575162785489908,657516.2785489907,2700,243.5245476107373,0.0001098385526924873,0.10983855269248731,2,77391.0869431
176,76.0,0.0006,1,25.605285584349566,0.677786005346628,0.109,20.89166717529297,0.023712266553008454,23712.266553008456,2700,8.782320945558688,1.295736541663663e-05,0.01295736541663663,3,1525.80872589
177,76.0,0.0006,1,30.44440526522548,0.8960809140337331,0.525,20.633332824707033,0.17731058353621781,177310.5835362178,2700,65.67058649489549,7.328644709022707e-05,0.07328644709022707,3,1027.80396092
178,73.0,0.0006,1,28.19623758762127,0.8078980728111205,0.179,21.383332824707033,0.052315142250016856,52315.142250016856,2700,19.375978611117354,2.398319696901578e-05,0.023983196969015783,3,3563.63911389
179,70.0,0.0006,1,25.663497918833944,0.7088283202640216,0.109,21.758332824707033,0.02588572153529322,25885.72153529322,2700,9.587304272330822,1.3525566061976447e-05,0.013525566061976448,3,4316.54573361
180,147.12925170068027,0.0006,1,160.24339510672442,9.380964305376162,2.321,13.845181362645155,28.98362228028698,28983622.28028698,2700,10734.674918624807,0.0011443039936174623,1.1443039936174624,3,5284.62649314
181,77.5,0.0006,1,32.18676563588207,0.9707039353128183,0.391,20.6125,0.15108550637293,151085.50637293,2700,55.95759495293703,5.764640784618245e-05,0.05764640784618245,3,2653.69159112
183,79.6,0.0006,1,42.81615177902016,1.51763969694298,0.969,20.351666259765626,0.7688671549459152,768867.1549459152,2700,284.76561294293157,0.0001876371667903404,0.1876371667903404,3,9487.83372815
